#orth_id	category	organism(s)
Rhizo1102	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1105	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1106	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1107	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1111	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1113	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1115	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1116	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1117	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1119	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1120	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1121	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1122	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1123	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1126	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1127	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1128	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1134	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1135	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1136	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1137	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1138	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1141	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1142	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1143	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1144	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1145	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1146	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1147	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1148	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1149	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1150	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1153	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1154	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1155	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1157	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1158	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1159	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1160	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1161	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1163	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1164	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1165	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1166	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1167	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1168	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1169	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo117	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1170	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1172	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1173	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1174	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1175	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1176	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1177	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1178	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1179	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1180	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1181	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1182	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1184	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1185	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1186	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1187	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1188	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo119	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1190	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1192	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1194	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1196	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1197	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1199	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo120	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1202	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1203	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1204	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1205	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1208	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1209	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1211	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1212	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1214	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1215	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1218	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1219	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1223	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1224	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1226	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1227	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1229	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1230	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1232	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1234	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1244	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1248	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1250	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1251	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1253	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1254	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1255	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1259	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1260	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1263	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1264	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1265	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1266	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1267	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1268	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1269	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1272	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1273	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1274	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1275	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1276	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1279	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1280	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1281	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1282	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1283	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1284	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1289	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1290	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1291	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1292	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1293	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1299	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1300	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1301	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1305	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1308	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1309	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1310	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1311	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1312	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1313	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1314	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1316	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1320	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1322	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1326	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1375	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1387	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo141	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1439	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1440	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1441	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1445	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1446	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1447	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1448	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo145	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1450	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1453	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1456	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo146	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1462	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo147	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1470	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1471	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1475	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1478	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo148	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1481	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1482	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1483	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1485	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1488	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1489	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1493	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1494	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1496	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1497	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1499	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1510	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1512	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1513	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1519	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1521	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1522	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1526	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1528	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1529	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1532	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1533	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1536	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1537	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1539	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1541	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1543	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1545	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1546	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1551	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1554	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1556	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1557	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1558	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1559	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1560	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1562	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1563	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1566	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1567	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1568	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1569	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1584	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1585	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1593	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1594	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1595	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1596	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1598	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1599	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo16	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1600	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1601	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1602	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1603	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1604	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1605	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1606	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1607	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1609	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo161	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1610	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1614	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1615	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1621	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1626	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1634	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1635	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1636	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1638	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1647	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1648	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1649	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1650	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1651	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1652	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1653	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1660	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1665	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo167	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1673	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1685	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1686	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1687	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1688	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1690	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1692	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1693	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1694	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1695	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1696	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1697	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1699	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1707	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1708	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1709	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1710	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1711	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1712	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1713	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1714	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1715	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1716	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1720	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1721	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1722	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1723	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1724	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1725	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1726	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1728	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1730	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1732	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1733	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1734	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1735	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1737	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1738	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1741	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1742	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1744	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1745	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1746	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1747	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1748	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1749	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo175	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1750	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1751	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
Rhizo1752	core	3841 CFN42 MAFF303099 NGR234 Rm1021 WSM419
